ID,Age,GPA,Experience,CGPA,Interview_Score,Technical_Skills,Placement_Status
42916,25,3.14,3,6.24,70,Python,Placed
42917,23,3.55,3,7.41,33,C++,Placed
42918,25,3.35,3,6.96,36,JavaScript,Placed
42919,21,2.87,0,8.99,6,Python,Placed
42920,31,3.4,2,8.77,29,Python,Not Placed
42921,32,2.03,0,7.32,91,JavaScript,Not Placed
42922,26,2.68,2,8.53,19,C++,Placed
42923,22,3.56,3,9.31,58,Java,Not Placed
42924,33,3.53,1,9.38,99,Python,Placed
42925,29,3.77,0,9.17,4,Python,Not Placed
42926,23,3.22,2,7.42,3,Python,Not Placed
42927,28,3.88,3,7.92,37,JavaScript,Placed
42928,34,3.12,2,8.59,35,Java,Not Placed
42929,34,3.0,3,7.51,46,JavaScript,Placed
42930,31,2.39,0,8.66,71,Python,Placed
42931,34,3.56,0,9.12,92,Java,Not Placed
42932,32,3.38,2,6.38,70,JavaScript,Not Placed
42933,24,2.92,3,7.6,50,C++,Not Placed
42934,28,2.17,0,8.48,88,Java,Placed
42935,29,2.25,4,7.64,31,C++,Not Placed
42936,32,2.23,0,8.39,18,JavaScript,Placed
42937,29,2.75,3,8.23,15,JavaScript,Placed
42938,29,2.32,4,9.57,44,Python,Placed
42939,31,3.72,0,8.13,4,Python,Not Placed
42940,29,3.8,3,9.42,41,Python,Placed
42941,25,3.71,2,6.43,67,JavaScript,Not Placed
42942,27,3.22,2,8.41,38,C++,Placed
42943,24,3.19,0,7.77,6,Java,Placed
42944,24,3.78,3,9.18,32,Python,Placed
42945,22,2.81,3,7.97,37,C++,Placed
42946,26,2.12,3,9.05,50,Python,Not Placed
42947,21,2.94,3,7.12,14,C++,Placed
42948,30,3.11,2,8.51,35,Python,Placed
42949,31,3.1,4,6.13,41,Java,Not Placed
42950,22,2.32,2,6.58,50,Python,Not Placed
42951,34,3.57,2,9.01,17,C++,Placed
42952,21,3.46,0,6.07,53,Java,Placed
42953,34,2.46,2,6.01,98,C++,Placed
42954,32,3.1,2,9.77,87,Java,Placed
42955,27,3.58,1,6.49,82,Python,Placed
42956,23,2.02,0,6.96,63,Python,Placed
42957,29,2.55,4,6.88,45,Python,Not Placed
42958,27,2.94,0,7.99,10,C++,Not Placed
42959,27,3.69,0,9.9,97,Python,Placed
42960,27,3.6,1,6.29,78,Python,Placed
42961,27,2.3,1,9.51,48,JavaScript,Placed
42962,27,2.93,2,8.31,68,Java,Placed
42963,31,2.61,3,8.69,27,JavaScript,Not Placed
42964,28,2.8,3,9.13,82,JavaScript,Placed
42965,21,3.08,2,9.48,7,Java,Placed
42966,28,3.0,4,9.47,3,Python,Placed
42967,27,2.28,4,8.95,32,Java,Not Placed
42968,30,2.24,1,7.44,59,Python,Placed
42969,29,2.26,2,9.24,49,Java,Placed
42970,20,3.68,0,7.29,81,JavaScript,Placed
42971,33,2.04,0,8.59,17,JavaScript,Not Placed
42972,24,2.4,0,7.94,96,Python,Placed
42973,30,3.91,4,9.6,84,C++,Placed
42974,21,2.13,1,6.16,85,Python,Placed
42975,29,2.07,3,7.51,85,Java,Placed
42976,24,2.77,0,6.01,64,JavaScript,Not Placed
42977,32,2.3,2,7.22,58,Python,Not Placed
42978,34,3.13,4,6.17,11,C++,Placed
42979,27,2.68,1,6.53,64,JavaScript,Placed
42980,28,2.42,2,6.9,31,Java,Placed
42981,28,4.0,0,7.05,34,C++,Placed
42982,20,2.68,2,6.31,26,Java,Placed
42983,26,3.28,4,9.67,26,Python,Not Placed
42984,31,3.75,1,6.7,28,JavaScript,Placed
42985,30,3.84,1,6.62,60,Java,Placed
42986,27,2.82,2,8.31,75,Python,Not Placed
42987,29,3.95,2,8.09,24,Python,Not Placed
42988,22,3.45,0,8.27,58,JavaScript,Placed
42989,32,3.17,2,6.73,61,Java,Placed
42990,25,3.39,3,8.02,65,C++,Placed
42991,30,2.72,1,6.01,97,Java,Not Placed
42992,22,2.85,1,7.76,71,C++,Placed
42993,28,3.17,3,8.65,24,C++,Placed
42994,32,2.65,1,7.29,80,Python,Placed
42995,22,3.54,0,6.02,57,JavaScript,Placed
42996,21,2.5,3,8.73,27,Java,Placed
42997,28,3.59,4,7.0,64,JavaScript,Not Placed
42998,34,2.3,2,8.24,25,Python,Placed
42999,30,2.43,3,6.75,14,JavaScript,Not Placed
43000,32,3.51,0,7.46,67,Java,Not Placed
43001,33,2.53,3,8.76,59,Java,Placed
43002,27,3.59,1,8.8,5,JavaScript,Placed
43003,27,3.57,1,7.12,79,JavaScript,Placed
43004,21,2.51,1,9.79,6,C++,Placed
43005,25,2.15,1,8.7,44,C++,Not Placed
43006,32,2.33,0,8.53,24,Python,Placed
43007,32,3.51,2,9.6,71,Python,Placed
43008,24,3.69,1,7.14,18,JavaScript,Placed
43009,33,2.77,0,6.3,21,Python,Not Placed
43010,31,2.33,0,8.39,92,C++,Placed
43011,21,2.15,0,6.67,0,Python,Placed
43012,24,2.43,4,7.17,61,C++,Placed
43013,23,3.96,4,7.35,8,C++,Not Placed
43014,28,2.34,3,9.87,57,JavaScript,Not Placed
43015,31,2.17,0,9.35,14,Java,Not Placed
43016,20,3.57,4,8.32,58,Java,Placed
43017,25,3.23,4,9.25,19,Python,Not Placed
43018,26,3.07,3,7.91,8,Python,Placed
43019,34,2.9,1,7.52,81,Python,Placed
43020,31,3.4,2,6.11,34,Python,Placed
43021,25,3.4,2,9.47,12,Java,Not Placed
43022,24,2.85,0,8.47,36,Java,Placed
43023,31,2.47,3,6.83,7,JavaScript,Not Placed
43024,23,3.68,4,9.59,3,Python,Placed
43025,24,2.33,0,7.08,71,Python,Not Placed
43026,28,3.07,1,8.91,9,Java,Not Placed
43027,24,3.39,2,9.07,95,Java,Placed
43028,29,3.28,0,9.22,98,JavaScript,Placed
43029,34,3.24,4,9.14,16,Python,Placed
43030,27,3.33,1,8.89,73,Python,Placed
43031,26,3.75,3,8.33,41,Python,Placed
43032,23,2.73,2,8.05,85,Python,Placed
43033,29,3.25,2,6.37,77,Python,Placed
43034,24,3.39,2,6.08,68,Java,Placed
43035,26,3.18,4,6.47,79,C++,Placed
43036,25,3.81,0,8.76,90,C++,Placed
43037,32,3.31,4,6.13,65,Python,Placed
43038,22,2.85,2,7.93,11,C++,Placed
43039,29,3.69,0,6.78,94,C++,Not Placed
43040,34,2.98,4,6.68,91,C++,Placed
43041,22,3.06,2,7.16,33,Java,Placed
43042,21,3.16,2,8.4,78,JavaScript,Not Placed
43043,33,2.65,3,7.5,43,JavaScript,Placed
43044,22,3.45,4,7.41,49,Java,Placed
43045,30,2.2,3,6.89,73,Java,Not Placed
43046,29,3.74,0,7.89,66,Python,Placed
43047,32,3.51,3,9.14,49,Python,Not Placed
43048,20,2.71,2,7.53,59,C++,Placed
43049,32,2.45,1,6.56,91,JavaScript,Placed
43050,28,2.78,0,8.29,91,Python,Placed
43051,21,3.61,4,9.26,8,Python,Not Placed
43052,31,2.06,3,8.32,3,Python,Not Placed
43053,32,2.94,4,6.17,66,JavaScript,Placed
43054,22,2.51,1,8.08,5,Python,Placed
43055,24,3.75,0,6.85,10,JavaScript,Not Placed
43056,29,2.83,2,7.96,29,JavaScript,Not Placed
43057,31,3.4,3,7.3,94,C++,Placed
43058,23,2.72,3,6.85,18,Java,Placed
43059,32,2.66,0,7.21,50,Python,Placed
43060,24,2.65,1,6.44,48,Java,Not Placed
43061,25,3.36,0,8.78,71,JavaScript,Placed
43062,24,3.93,3,6.91,13,JavaScript,Placed
43063,29,2.42,2,6.47,25,JavaScript,Placed
43064,20,3.29,3,9.16,60,Java,Not Placed
43065,25,2.53,1,6.09,89,C++,Placed
43066,28,3.1,4,8.04,58,JavaScript,Placed
43067,22,3.08,4,7.62,14,Python,Placed
43068,34,2.9,0,6.98,62,C++,Placed
43069,21,3.0,3,7.59,82,JavaScript,Placed
43070,25,3.76,1,6.9,5,Python,Placed
43071,31,2.18,1,6.49,58,Python,Not Placed
43072,33,3.66,4,7.72,91,Java,Not Placed
43073,22,2.92,4,9.56,14,C++,Placed
43074,23,2.67,0,8.36,62,JavaScript,Not Placed
43075,25,2.35,0,8.24,5,Python,Not Placed
43076,31,3.63,1,8.68,91,Python,Not Placed
43077,32,3.18,0,7.8,32,C++,Not Placed
43078,31,3.46,2,9.4,29,Python,Placed
43079,25,2.63,3,7.3,8,Java,Not Placed
43080,31,2.79,2,7.31,49,C++,Not Placed
43081,21,3.83,0,6.95,40,Java,Not Placed
43082,32,3.92,2,6.35,78,Python,Placed
43083,32,3.48,0,7.3,77,Python,Not Placed
43084,22,3.5,4,9.32,66,C++,Not Placed
43085,32,3.39,3,9.13,28,JavaScript,Not Placed
43086,28,3.17,3,9.65,64,Python,Placed
43087,21,3.19,1,8.35,33,Java,Placed
43088,22,3.93,0,6.84,92,JavaScript,Placed
43089,28,3.5,0,7.11,13,JavaScript,Placed
43090,23,3.31,4,6.89,24,C++,Placed
43091,34,2.38,4,6.22,9,JavaScript,Placed
43092,20,3.95,0,7.99,54,C++,Placed
43093,30,3.04,4,8.87,95,Python,Placed
43094,32,3.89,3,8.92,18,JavaScript,Placed
43095,21,3.43,3,9.08,25,JavaScript,Placed
43096,34,2.08,0,6.44,48,Python,Placed
43097,22,3.08,1,7.62,66,Python,Placed
43098,28,3.79,3,8.66,58,JavaScript,Placed
43099,34,2.1,3,6.61,1,JavaScript,Placed
43100,28,3.73,0,8.03,65,C++,Placed
43101,30,3.23,3,7.36,96,JavaScript,Placed
43102,34,2.09,3,8.08,4,C++,Placed
43103,25,2.75,0,9.72,8,JavaScript,Placed
43104,33,2.06,3,8.4,69,Java,Placed
43105,30,2.0,0,8.59,73,C++,Not Placed
43106,25,3.79,1,6.15,79,JavaScript,Placed
43107,22,3.5,4,8.21,22,C++,Placed
43108,24,2.58,0,6.55,86,Java,Placed
43109,34,2.23,3,8.91,27,Java,Not Placed
43110,30,2.11,2,8.68,3,C++,Placed
43111,23,3.83,4,6.63,33,C++,Placed
43112,29,3.25,1,7.36,3,JavaScript,Not Placed
43113,29,2.32,4,8.51,40,Python,Placed
43114,31,3.36,0,7.38,13,JavaScript,Not Placed
43115,28,4.0,3,6.85,51,Python,Placed
43116,28,3.58,3,6.74,90,JavaScript,Placed
43117,20,2.89,1,7.92,39,Java,Placed
43118,27,3.63,4,7.45,56,Java,Not Placed
43119,34,3.49,1,7.32,78,Java,Not Placed
43120,28,2.18,0,9.9,36,Python,Placed
43121,24,3.85,4,8.07,66,JavaScript,Placed
43122,23,3.77,3,8.1,87,JavaScript,Not Placed
43123,29,3.18,1,9.26,87,Java,Not Placed
43124,23,3.02,4,8.05,97,Python,Placed
43125,21,2.46,2,6.15,93,JavaScript,Not Placed
43126,28,3.67,0,9.11,99,JavaScript,Placed
43127,24,2.86,4,8.91,9,C++,Placed
43128,30,3.16,0,7.6,78,Python,Placed
43129,22,2.34,3,6.25,81,JavaScript,Placed
43130,25,2.43,2,6.59,51,JavaScript,Placed
43131,28,3.97,1,9.68,33,JavaScript,Placed
43132,28,2.99,3,8.53,92,JavaScript,Placed
43133,31,3.63,1,9.21,9,Python,Not Placed
43134,32,3.66,0,6.75,33,Java,Placed
43135,24,3.96,3,8.05,7,Python,Placed
43136,27,3.97,0,8.14,72,Python,Placed
43137,23,2.91,0,7.44,63,C++,Placed
43138,24,3.9,4,7.86,60,JavaScript,Not Placed
43139,26,2.73,4,8.24,70,C++,Placed
43140,26,3.22,3,6.25,66,Java,Placed
43141,32,3.64,1,8.4,21,Python,Not Placed
43142,26,3.83,1,6.21,70,Java,Not Placed
43143,27,3.05,1,9.5,57,C++,Placed
43144,30,2.84,2,7.73,76,C++,Not Placed
43145,24,3.46,2,7.95,30,JavaScript,Placed
43146,34,2.91,2,7.13,65,Python,Placed
43147,20,3.34,2,9.89,59,Python,Placed
43148,30,3.61,1,7.29,89,Java,Placed
43149,28,3.68,0,7.63,92,JavaScript,Not Placed
43150,28,2.51,4,8.06,24,C++,Placed
43151,34,3.14,1,8.82,11,Java,Not Placed
43152,26,2.05,4,7.3,58,JavaScript,Placed
43153,31,3.6,1,9.87,70,Java,Placed
43154,25,2.25,0,7.72,23,JavaScript,Placed
43155,32,3.74,1,7.03,25,Java,Placed
43156,32,2.81,4,7.3,43,Java,Not Placed
43157,24,2.33,1,9.21,18,C++,Not Placed
43158,24,3.59,2,7.98,41,Java,Placed
43159,34,2.4,3,7.75,27,Java,Placed
43160,22,2.79,3,6.11,37,Python,Placed
43161,29,3.13,1,9.44,62,Java,Placed
43162,20,2.72,1,8.59,7,Python,Not Placed
43163,25,2.36,1,9.76,93,Python,Not Placed
43164,27,2.81,3,6.32,14,Java,Placed
43165,33,2.29,4,9.11,14,Python,Not Placed
43166,21,3.44,2,8.85,58,C++,Placed
43167,27,2.34,2,8.12,20,Python,Placed
43168,27,2.96,1,6.72,38,Python,Placed
43169,29,3.12,3,6.21,37,Python,Placed
43170,27,3.89,4,7.56,80,Java,Placed
43171,29,2.16,3,9.14,82,Java,Placed
43172,34,3.86,2,7.45,10,C++,Placed
43173,22,2.42,2,9.25,85,Python,Placed
43174,29,3.68,0,9.7,10,C++,Placed
43175,27,2.18,3,7.51,65,Java,Placed
43176,30,3.98,3,7.75,96,Java,Placed
43177,34,3.62,2,6.98,58,Java,Not Placed
43178,31,2.13,1,7.45,67,JavaScript,Placed
43179,31,2.43,3,7.68,74,C++,Placed
43180,33,3.1,1,9.66,93,C++,Placed
43181,23,3.05,0,6.92,28,Python,Not Placed
43182,22,3.26,2,9.11,1,Java,Placed
43183,30,2.93,3,7.47,83,C++,Not Placed
43184,28,3.47,1,6.0,59,JavaScript,Placed
43185,27,2.7,3,8.88,93,Python,Not Placed
43186,29,2.35,2,7.39,19,Java,Placed
43187,32,2.07,0,7.34,96,JavaScript,Not Placed
43188,32,2.65,0,9.87,93,Python,Placed
43189,21,2.85,4,6.55,79,Java,Placed
43190,32,3.32,2,7.53,65,C++,Placed
43191,32,3.61,3,9.64,88,C++,Placed
43192,34,2.48,0,9.46,63,Java,Placed
43193,32,2.99,3,9.04,89,JavaScript,Placed
43194,33,2.47,2,6.46,61,JavaScript,Placed
43195,27,3.9,2,8.25,24,Python,Placed
43196,30,3.3,1,9.0,64,JavaScript,Placed
43197,30,3.36,1,8.12,89,Java,Placed
43198,22,3.06,2,6.94,28,JavaScript,Not Placed
43199,29,2.56,1,9.08,40,Python,Placed
43200,31,2.4,0,8.3,73,JavaScript,Placed
43201,33,3.31,1,7.17,73,C++,Placed
43202,25,3.84,1,9.52,21,Python,Placed
43203,24,2.43,0,6.19,15,Python,Not Placed
43204,27,3.14,4,8.33,17,C++,Placed
43205,28,3.06,0,8.28,0,C++,Placed
43206,30,3.28,3,8.01,8,JavaScript,Placed
43207,26,3.18,3,9.93,57,Java,Placed
43208,25,2.55,0,7.37,47,C++,Placed
43209,25,3.38,1,7.5,91,Java,Not Placed
43210,20,2.55,0,8.13,88,JavaScript,Placed
43211,24,3.31,1,9.36,13,Python,Placed
43212,33,2.6,1,7.96,88,Python,Not Placed
43213,27,2.16,3,8.94,69,C++,Not Placed
43214,25,2.25,3,9.47,1,Python,Placed
43215,31,3.67,4,7.47,10,Java,Not Placed
43216,20,2.24,3,9.75,81,C++,Placed
43217,34,2.66,0,8.58,96,JavaScript,Not Placed
43218,34,2.58,3,9.94,35,Java,Placed
43219,24,2.12,1,6.03,49,Java,Placed
43220,32,3.2,1,7.89,53,Java,Not Placed
43221,30,3.6,2,6.09,51,Python,Not Placed
43222,31,3.98,0,7.56,3,C++,Placed
43223,24,3.87,4,9.11,30,Java,Placed
43224,31,2.1,4,8.25,68,JavaScript,Placed
43225,22,2.52,3,8.16,92,Java,Placed
43226,27,2.82,2,6.88,31,C++,Placed
43227,34,3.75,3,9.23,25,Python,Placed
43228,28,2.72,3,9.2,89,Java,Placed
43229,25,3.14,4,6.7,59,JavaScript,Placed
43230,25,3.32,1,6.17,49,Java,Placed
43231,21,2.6,2,9.77,9,JavaScript,Not Placed
43232,29,3.16,2,8.95,42,Python,Placed
43233,21,2.1,0,7.18,66,Java,Not Placed
43234,25,2.96,4,6.65,49,JavaScript,Placed
43235,31,2.76,4,8.31,83,Java,Placed
43236,27,2.71,2,9.53,31,JavaScript,Placed
43237,21,2.47,3,6.75,77,Python,Not Placed
43238,28,3.64,0,6.41,18,C++,Not Placed
43239,32,3.76,2,6.17,43,C++,Not Placed
43240,31,3.78,0,7.41,85,Python,Placed
43241,33,2.79,2,7.62,42,Java,Placed
43242,28,2.52,3,9.84,7,C++,Placed
43243,34,2.2,0,7.15,67,JavaScript,Not Placed
43244,33,3.34,1,8.96,42,Java,Placed
43245,23,2.66,3,9.26,52,Java,Placed
43246,23,2.55,4,7.71,34,Python,Placed
43247,23,2.74,1,6.78,53,Java,Placed
43248,30,3.11,0,8.05,7,Python,Not Placed
43249,24,2.32,1,8.15,88,C++,Placed
43250,27,3.92,0,8.96,15,Python,Placed
43251,21,3.47,3,6.84,44,Python,Placed
43252,30,2.09,4,9.0,23,Python,Placed
43253,24,2.61,0,7.17,93,Python,Placed
43254,33,2.1,0,6.37,4,C++,Placed
43255,21,2.46,4,7.29,79,Java,Placed
43256,34,2.57,2,6.54,48,JavaScript,Placed
43257,30,3.44,1,9.88,44,Java,Placed
43258,30,3.44,2,9.03,58,Python,Not Placed
43259,27,2.09,1,7.43,39,Python,Not Placed
43260,20,3.18,1,7.69,90,Python,Placed
43261,34,3.92,1,7.44,69,JavaScript,Not Placed
43262,26,3.26,4,7.13,28,JavaScript,Not Placed
43263,22,3.92,4,9.96,36,C++,Not Placed
43264,23,2.76,0,6.57,20,Java,Placed
43265,33,2.92,4,6.7,37,Java,Placed
43266,34,2.99,1,6.76,51,Java,Placed
43267,27,3.85,3,9.12,98,C++,Placed
43268,22,2.76,0,8.23,97,C++,Not Placed
43269,31,3.97,0,6.48,49,JavaScript,Not Placed
43270,32,3.09,4,7.16,46,JavaScript,Placed
43271,32,2.44,1,8.01,98,Python,Placed
43272,26,2.21,3,9.38,12,Python,Not Placed
43273,31,2.35,4,6.72,78,Python,Not Placed
43274,20,2.08,0,6.31,4,Python,Placed
43275,28,3.38,2,9.65,1,Python,Placed
43276,32,3.03,4,7.87,46,JavaScript,Not Placed
43277,25,3.48,0,9.98,78,Java,Placed
43278,22,3.56,0,6.45,37,C++,Not Placed
43279,26,3.86,2,7.17,36,JavaScript,Not Placed
43280,34,2.23,3,6.7,61,Java,Placed
43281,32,2.37,4,9.37,20,Python,Placed
43282,24,3.1,2,6.43,51,Java,Placed
43283,27,2.26,0,9.06,45,C++,Placed
43284,27,2.19,4,7.94,60,Python,Placed
43285,31,3.33,0,9.44,89,Python,Placed
43286,28,3.45,2,6.4,23,Python,Placed
43287,25,3.69,1,6.58,9,JavaScript,Placed
43288,23,3.83,1,9.42,11,Java,Not Placed
43289,32,2.88,1,8.05,3,Python,Placed
43290,21,3.96,1,7.24,67,C++,Placed
43291,22,2.08,4,7.21,50,C++,Placed
43292,24,3.74,1,7.6,65,Java,Placed
43293,27,2.64,1,7.99,15,C++,Placed
43294,31,3.84,4,6.21,40,Python,Not Placed
43295,29,2.45,2,6.19,21,Python,Placed
43296,21,3.48,3,8.09,34,Java,Placed
43297,24,2.85,2,7.18,94,JavaScript,Placed
43298,33,2.76,4,8.26,81,Python,Not Placed
43299,28,2.12,2,9.34,46,JavaScript,Placed
43300,21,3.41,1,7.15,76,Python,Placed
43301,34,2.35,1,8.55,76,C++,Placed
43302,27,2.93,4,8.16,14,Java,Not Placed
43303,22,2.28,3,7.04,89,Python,Placed
43304,27,3.21,1,8.53,99,JavaScript,Placed
43305,23,2.46,3,9.8,44,C++,Not Placed
43306,23,3.19,1,9.2,55,Python,Placed
43307,31,3.89,4,6.24,39,C++,Placed
43308,26,3.84,0,6.87,73,JavaScript,Not Placed
43309,24,2.4,0,7.38,91,JavaScript,Not Placed
43310,23,2.2,3,9.34,31,Java,Placed
43311,26,2.09,4,8.48,98,Python,Placed
43312,31,3.66,0,8.58,51,Java,Placed
43313,22,2.5,3,8.22,88,JavaScript,Placed
43314,34,2.57,1,6.86,46,JavaScript,Placed
43315,28,2.45,1,6.5,68,C++,Placed
43316,33,3.68,2,6.8,36,Python,Not Placed
43317,32,3.96,4,8.06,40,Java,Placed
43318,24,3.51,0,8.91,22,JavaScript,Not Placed
43319,31,3.65,1,9.87,48,Java,Placed
43320,22,3.24,0,9.97,79,JavaScript,Placed
43321,21,3.06,3,6.26,53,Python,Not Placed
43322,26,3.44,0,9.95,15,Python,Not Placed
43323,31,2.07,3,7.45,9,Python,Placed
43324,26,2.12,4,9.98,84,Python,Not Placed
43325,31,3.37,2,8.82,24,C++,Placed
43326,32,2.67,1,9.19,84,Java,Placed
43327,24,2.98,1,9.42,3,Java,Placed
43328,23,3.56,1,6.66,85,Python,Not Placed
43329,32,3.15,3,7.73,46,Java,Placed
43330,30,3.61,1,7.06,42,JavaScript,Not Placed
43331,21,2.84,4,6.44,69,Java,Not Placed
43332,21,2.57,0,6.78,75,JavaScript,Placed
43333,26,2.47,3,6.28,35,C++,Not Placed
43334,29,2.26,2,7.54,18,C++,Placed
43335,26,2.07,2,6.87,2,Python,Not Placed
43336,23,2.11,2,7.83,29,JavaScript,Placed
43337,33,2.54,0,7.72,75,Python,Placed
43338,23,2.56,0,8.42,74,Java,Not Placed
43339,23,2.76,1,9.84,64,Python,Not Placed
43340,30,3.18,0,9.82,36,Java,Placed
43341,21,3.52,1,9.52,59,JavaScript,Placed
43342,32,2.4,4,7.1,53,Python,Placed
43343,32,3.52,0,9.54,88,JavaScript,Placed
43344,28,2.28,4,6.25,83,JavaScript,Not Placed
43345,20,3.98,2,8.61,74,Python,Placed
43346,34,2.57,4,8.59,18,JavaScript,Placed
43347,27,3.67,2,6.44,97,Python,Placed
43348,25,2.38,1,8.31,13,C++,Placed
43349,34,3.9,3,6.53,4,C++,Not Placed
43350,32,3.65,4,9.84,52,JavaScript,Placed
43351,29,2.72,3,7.88,72,Java,Not Placed
43352,26,2.84,3,9.24,14,C++,Placed
43353,31,2.01,1,7.97,37,Java,Placed
43354,24,2.5,2,6.75,9,JavaScript,Placed
43355,25,2.58,0,6.47,9,C++,Not Placed
43356,25,2.91,1,7.38,3,Python,Placed
43357,32,2.28,3,9.76,36,Python,Placed
43358,28,2.96,0,6.16,42,C++,Placed
43359,29,3.34,0,7.35,14,C++,Placed
43360,32,2.74,2,8.06,6,Java,Placed
43361,23,2.46,3,8.05,72,Python,Placed
43362,31,3.1,1,6.88,33,Python,Placed
43363,30,2.06,2,7.6,46,JavaScript,Placed
43364,31,2.68,1,6.24,9,Java,Not Placed
43365,32,3.06,4,9.13,95,C++,Placed
43366,24,2.67,3,9.73,51,Java,Placed
43367,23,2.69,3,8.06,23,C++,Placed
43368,20,3.7,2,9.02,87,JavaScript,Not Placed
43369,29,3.87,1,8.44,61,C++,Placed
43370,25,3.65,0,7.18,79,JavaScript,Placed
43371,24,2.2,2,9.17,15,Java,Placed
43372,23,2.58,3,7.83,38,Python,Placed
43373,25,3.42,3,9.72,8,C++,Placed
43374,31,3.95,0,8.42,7,Java,Placed
43375,24,2.48,1,7.33,94,C++,Not Placed
43376,22,3.8,3,9.53,98,JavaScript,Placed
43377,21,3.48,2,8.48,46,Java,Placed
43378,32,3.97,1,7.56,63,Python,Placed
43379,25,2.19,1,8.85,6,JavaScript,Placed
43380,23,2.79,3,9.43,74,C++,Not Placed
43381,30,2.96,4,6.09,40,C++,Not Placed
43382,34,3.34,2,7.19,72,Python,Placed
43383,32,3.31,3,6.89,50,C++,Placed
43384,29,3.81,2,7.28,94,JavaScript,Placed
43385,22,3.68,3,9.35,20,Java,Placed
43386,33,2.11,4,7.68,16,Java,Placed
43387,27,2.97,1,7.36,40,C++,Placed
43388,31,2.81,4,8.31,0,Java,Not Placed
43389,28,3.99,2,7.02,46,C++,Placed
43390,34,2.85,1,8.62,0,C++,Placed
43391,26,3.37,3,6.14,51,Python,Placed
43392,21,2.57,4,7.4,79,Python,Placed
43393,27,3.23,4,7.94,72,C++,Placed
43394,30,2.41,3,8.11,8,JavaScript,Placed
43395,32,3.21,3,6.25,82,Java,Placed
43396,32,3.74,4,9.32,70,Java,Placed
43397,30,2.04,2,7.55,65,JavaScript,Placed
43398,24,3.01,4,7.79,87,Java,Placed
43399,34,3.96,4,9.82,88,JavaScript,Placed
43400,34,2.32,2,8.84,53,JavaScript,Not Placed
43401,34,2.37,3,8.81,46,C++,Placed
43402,30,2.94,2,8.24,79,Java,Placed
43403,29,3.74,2,9.82,93,JavaScript,Placed
43404,26,3.13,1,9.95,58,Java,Placed
43405,24,3.02,4,7.41,27,JavaScript,Placed
43406,21,2.17,2,8.36,56,C++,Placed
43407,31,3.92,0,6.07,94,Java,Not Placed
43408,31,2.69,4,9.09,38,Java,Placed
43409,31,2.5,0,9.5,71,Java,Placed
43410,23,2.82,0,8.25,92,C++,Not Placed
43411,32,2.83,2,6.68,40,Python,Placed
43412,30,2.92,0,7.65,16,C++,Not Placed
43413,24,3.38,3,8.54,83,Java,Placed
43414,25,3.74,4,9.48,76,Python,Not Placed
43415,24,2.11,0,8.52,32,JavaScript,Placed
43416,29,2.98,2,8.91,29,Python,Placed
43417,30,2.83,1,8.03,75,Python,Placed
43418,34,2.02,2,8.1,12,Java,Placed
43419,20,3.63,3,6.84,58,Python,Placed
43420,20,2.21,1,7.79,58,Python,Placed
43421,34,2.23,3,7.85,48,C++,Not Placed
43422,22,2.1,1,6.22,17,C++,Placed
43423,28,2.4,1,9.35,33,Python,Not Placed
43424,30,2.35,1,8.49,70,C++,Placed
43425,21,2.7,0,6.26,16,JavaScript,Placed
43426,29,3.32,4,9.65,17,Python,Not Placed
43427,24,2.11,3,8.35,53,Python,Not Placed
43428,28,3.72,1,7.6,23,Java,Placed
43429,26,2.65,0,6.67,22,JavaScript,Placed
43430,30,3.21,2,7.22,43,JavaScript,Placed
43431,27,2.02,4,7.69,77,Java,Placed
43432,21,2.73,2,8.4,70,JavaScript,Not Placed
43433,24,2.0,1,9.69,38,Java,Placed
43434,28,2.33,1,6.07,77,C++,Placed
43435,20,2.9,0,7.36,50,Java,Placed
43436,20,3.07,3,7.09,58,JavaScript,Not Placed
43437,29,2.31,1,9.26,20,Python,Not Placed
43438,27,3.49,1,7.77,96,C++,Not Placed
43439,21,2.38,3,8.7,53,Java,Placed
43440,28,2.23,0,8.66,48,Python,Not Placed
43441,29,2.67,4,6.17,67,Python,Placed
43442,28,3.1,1,7.22,94,JavaScript,Placed
43443,23,3.98,2,9.62,78,Python,Placed
43444,21,2.84,4,8.94,97,C++,Not Placed
43445,22,2.85,4,9.66,81,Python,Placed
43446,29,2.12,4,8.37,34,Java,Not Placed
43447,20,3.53,0,8.66,42,JavaScript,Placed
43448,22,2.36,2,9.75,68,Java,Placed
43449,24,3.49,3,9.26,92,Java,Placed
43450,22,3.82,0,7.24,31,Java,Not Placed
43451,22,3.54,0,8.41,74,Python,Placed
43452,29,3.28,1,6.19,72,C++,Not Placed
43453,25,3.21,4,9.6,5,Python,Placed
43454,22,2.91,4,9.53,0,JavaScript,Placed
43455,22,2.29,3,7.06,82,C++,Placed
43456,34,3.56,3,6.96,23,Java,Placed
43457,28,2.95,0,8.72,14,C++,Not Placed
43458,21,3.25,0,6.0,27,Java,Placed
43459,20,2.75,2,7.64,17,Python,Not Placed
43460,29,2.4,1,7.19,88,Python,Not Placed
43461,27,3.61,3,6.25,47,Python,Not Placed
43462,32,2.68,0,7.21,72,Python,Not Placed
43463,33,3.73,0,7.34,97,Python,Placed
43464,22,3.93,1,9.29,95,C++,Placed
43465,26,3.66,3,9.26,2,C++,Placed
43466,21,2.26,4,9.48,88,JavaScript,Placed
